utt_id,word_errors,ref,hyp
hi_in_test_00077,3,सबसे नज़दीकी सिरे पर क्रस्ट की मोटाई करीब 70 किलोमीटर है और सबसे दूर के सिरे पर यह 100 किलोमीटर है., सबसे नज़दीकी सिरे पर कृष्ट की मोटाई क़रीब 70 किलोमीटर है और सबसे दूर के सिरे पर यह 100 किलोमीटर है<unk>
hi_in_test_00078,4,वेटिकन सिटी की जनसंख्या लगभग 800 है. यह विश्व का सबसे कम जनसंख्या वाला सबसे छोटा स्वतंत्र राष्ट्र है., वेटिकन सिटी की जनसंख्या लगभग आठ सौ है<unk> यह विश्व का सबसे कम जनसंख्या वाला सबसे छोटा स्वतंत्र राष्ट्र है<unk>
hi_in_test_00079,1,"लोग अब कंप्यूटर स्क्रीन पर संदेश लिखते हैं, शार्पनर का उपयोग करने की आवश्यकता नहीं पड़ती।", लोग अब कंप्यूटर स्क्रीन पर संदेश लिखते हैं शार्पनर का उपयोग करने की आवश्यकता नहीं पड़ती<unk>
hi_in_test_00080,7,"अगर आप सर्दियों में उत्तरी बाटलिक को पार करते हैं, तो आपको केबिन स्थान की जांच करनी होगी , क्योंकि क्योंकि जो लोग ज्यादा प्रभावित है उन्हें बर्फ से गुजरने पर काफी भयानक शोर महसूस होगा ।", अगर आप सदियों में उत्तरी बाटली को पार करते हैं तो आपको केबिन स्थान की जाँच करनी होगी क्योंकि क्योंकि जो लोग ज़्यादा प्रभावित हैं उन्हें बर्फ से गुजरने पर काफ़ी भयानक शोर महसूस होगा<unk>
hi_in_test_00081,8,"इंटर-डिस्ट्रिक्ट बस स्टेशन (जो नदी के उस पार है) से दिन भर बसें चलती हैं, हालांकि ज़्यादातर, खास कर पूर्व और जाकार/बुमतांग की ओर जाने वाली बसें सुबह 06:30 और 07:30 के बीच जाती हैं.", इंटर डिस्ट्रिक्ट बस स्टेशन जो नदी के उस पार है से दिन भर बसें चलती हैं हालांकि ज़्यादातर ख़ासकर पूर्व और जाकार पुमतांग की ओर जाने वाली बसें सुबह छह तीस और सात तीस के बीच जाती हैं<unk>
hi_in_test_00082,3,चांद की सतह चट्टानों और धूल से बनी है. चांद की बाहरी परत को क्रस्ट कहते हैं., चाँद की सतह चट्टानों और धूल से बनी है चाँद की बाहरी परत को क्रस्ट कहते हैं<unk>
hi_in_test_00083,2,पौधे ऑक्सीजन बनाते हैं जिसका उपयोग मनुष्य साँस लेने में करते हैं और वे कार्बन-डाइऑक्साइड लेते हैं जो मनुष्य साँस से छोड़ते हैं (यानी साँस छोड़ते हैं)., पौधे ऑक्सीन बनाते हैं जिसका उपयोग मनुष्य साँस लेने में करते हैं और वे कार्बन डाइऑक्साइड लेते हैं जो मनुष्य साँस से छोड़ते हैं यानी साँस छोड़ते हैं<unk>
hi_in_test_00084,2,लेकिन उन पक्षियों के बारे में बहुत सी चीजें हैं जो अभी भी डायनासोर जैसे दिखते हैं।, लेकिन उन पक्षियों के बारे में बहुत सी चीज़ें हैं जो अभी भी डायनासोर जैसे दिखते हैं<unk>
hi_in_test_00085,4,शेर प्राइड नामक बड़े समूहों में रहने वाली सबसे बड़ी सामाजिक बिल्लियाँ हैं., सेरफ्राइड नामक बड़े समूह में रहने वाली सबसे बड़ी सामाजिक बिल्लियाँ हैं<unk>
hi_in_test_00086,1,एरोस्मिथ ने अपने दौरे के अपने शेष संगीत कार्यक्रमों को रद्द कर दिया है., एरोस्मिथ ने अपने दौरे के अपने शेष संगीत कार्यक्रमों को रद्द कर दिया है<unk>
hi_in_test_00087,4,"अधिकांश छोटे द्वीप स्वतंत्र राष्ट्र हैं, या फ़्रांस से संबंधित हैं और लग्ज़री बीच रिसॉर्ट के रूप में जाने जाते हैं.", अधिकांश छोटे द्वीप स्वतंत्र राष्ट्र हैं या फ्रांस से संबंधित हैं और ग्लाजरी बीच रिज़ॉर्ट के रूप में जाने जाते हैं<unk>
hi_in_test_00088,3,"अमेरिकी जिमनास्टिक्स, संयुक्त राज्य ओलंपिक समिति के पत्र का समर्थन करता है. साथ ही, सभी एथलीटों को एक सुरक्षित माहौल देने के लिए, ओलंपिक परिवार के होने की अहमियत स्वीकार करता है.", अमेरिकी जिम्नास्टिक्स संयुक्त राज्य ओलंपिक समिति के पत्र का समर्थन करता है साथ ही सभी एथलीटों को एक सुरक्षित माहौल देने के लिए ओलंपिक परिवार के होने की अहमियत को स्वीकार करता है<unk>
hi_in_test_00089,2,"वहीं स्पेक्ट्रम का दूसरा सिरा, कोई व्यक्ति किसी ऐसे अपिरिचित व्यक्ति का रूप लेता है जिसे लगता है कि उसे टीम में सब कुछ बदल देना चाहिए और उसे अपने हिसाब से बनाना चाहिए.", वहीं स्पेक्ट्रम का दूसरा सिरा कोई व्यक्ति किसी ऐसे अपरिचित व्यक्ति का रूप लेता है जिसे लगता है कि उसे टीम में सब कुछ बदल देना चाहिए और उसे अपने हिसाब से बनाना चाहिए<unk>
hi_in_test_00090,2,"चीर धाराएँ समुद्र तट पर लगकर लौटने वाली लहरों का प्रवाह होता है, अक्सर एक चट्टान या इसी तरह के पदार्थों पर।", चीर धाराएँ समुद्र तट पर लगाकर लौटने वाली लहरों का प्रवाह होता है अक्सर एक चट्टान या इसी तरह के पदार्थों पर<unk>
hi_in_test_00091,4,शेर प्राइड नामक बड़े समूहों में रहने वाली सबसे बड़ी सामाजिक बिल्लियाँ हैं., शेर प्राइड नाम के बड़े समूह में रहने वाली सबसे बड़ी सामाजिक बिल्लियाँ हैं<unk>
hi_in_test_00092,2,"हम पक्के तौर पर नहीं जानते हैं, लेकिन इसकी कांटेदार जीभ हो सकती है. इसके आहार में कछुए, बड़ी मछली, दूसरे मोसासॉर शामिल थे और ये एक नरभक्षी भी हो सकता है.", हम पक्के तौर पर नहीं जानते हैं लेकिन इसकी कांटेदार जीभ हो सकती है इसके आहार में कछुए बड़ी मछली दूसरे मांसाहार शामिल थे और ये एक नरभक्षी भी हो सकता है<unk>
hi_in_test_00093,1,"इस प्रकार, जब पेंसिल आई तो यह कई लोगों के लिए एक अच्छी दोस्त थी.", इस प्रकार जब पेंसिल आई तो यह कई लोगों के लिए एक अच्छी दोस्त थी<unk>
hi_in_test_00094,3,चीज़ों पर कुछ बनाकर या खरोंच कर इस जगह को नुक़सान न पहुँचाएँ., चीज़ों पर कुछ बनाकर या खरोच कर इस जगह को नुकसान न पहुँचाएँ<unk>
hi_in_test_00095,1,"जितनी कम चिंता, उतनी ज़्यादा सकारात्मक जीवन ऊर्जा का संचार. हर इंसान परम शांति और संतोष पा सकता है.", जितनी कम चिंता उतनी ज़्यादा सकारात्मक जीवन ऊर्जा का संचार हर इंसान परम शांति और संतोष पा सकता है<unk>
hi_in_test_00096,9,मध्य युग के अंत में पश्चिमी यूरोप ने अपनी शैली विकसित करना शुरू कर दिया. धर्मयुद्ध के परिणामस्वरूप उस समय के सबसे बड़े विकास में से एक लोगों ने कपड़ों को बाँधने के लिए बटन का उपयोग करना शुरू किया, मध्ययुग के अंत में पश्चिमी यूरोप ने अपनी शैली विकसित करना शुरू कर दिया<unk> धर्म युद्ध के परिणामस्वरूप उस समय के सबसे बड़े विकास में से 1 लोगों ने कपड़ों को बांधने के लिए बटन का उपयोग शुरू किया<unk>
hi_in_test_00097,1,"हालाँकि एआई में विज्ञान कथाओं का एक मज़बूत अर्थ होता है, लेकिन एआई कंप्यूटर विज्ञान की एक बहुत ही अहम शाखा बनाता है, जिसमें बर्ताव से निपटना, किसी मशीन में सीखना और बुद्धिमान अनुकूलन शामिल है.", हालाँकि एआई में विज्ञान कथाओं का एक मज़बूत अर्थ होता है लेकिन एआई कंप्यूटर विज्ञान की एक बहुत ही अहम शाखा बनाता है जिसमें बर्ताव से निपटना किसी मशीन में सीखना और बुद्धिमान अनुकूलन शामिल है<unk>
hi_in_test_00098,2,"हालांकि गोमा यथोचित सुरक्षित है, लेकिन गोमा के बाहर जाते समय उत्तर किवु प्रांत में चल रही लड़ाई की स्थिति को समझ लेना चाहिए।", हालांकि गोमा यथोचित सुरक्षित है लेकिन गोमा के बाहर जाते समय उत्तर कीवु प्रांत में चल रही लड़ाई की स्थिति को समझ लेना चाहिए<unk>
hi_in_test_00099,3,आमतौर पर आप हमेशा पर्यटकों और बेचने वालों की आवाज़ सुनते हैं. ध्वनि और प्रकाश की कहानी स्टोरी बुक जैसी है., आमतौर पर आप हमेशा पर्यटकों और बेचने वालों की आवाज़ सुनते हैं ध्वनि और प्रकाश की कहानी स्टोरीबुक जैसी है<unk>
