utt_id,word_errors,ref,hyp
mr_in_test_00073,2,व्हर्च्युअल टीम्सकरिता पारंपारिक टीम्सप्रमाणेच उत्कृष्टतेचे मानक ठेवले जातात परंतु त्यात सूक्ष्म फरक असतो.," व्हर्च्युअल टीम्सकरिता पारंपरिक टीम्सरूमानेच उत्कृष्टतेचे मानक ठेवले जातात, परंतु त्यात सूक्ष्म फरक असतो."
mr_in_test_00074,1,"1920 दशकाच्या दरम्यान, बहुतांश नागरिक आणि राष्ट्रांचा प्रचलित दृष्टिकोन शांतता आणि अलिप्तपणा हा होता.", 1920 दशकाच्या दरम्यान बहुतांश नागरिक आणि राष्ट्रांचा प्रचलित दृष्टिकोन शांतता आणि अल्पितपणा हा होता.
mr_in_test_00075,0,सर्व उपलब्ध स्त्रोत संस्थेच्या सर्व कार्यान्वित विभागांमध्ये परिणामकारक वापरल्यास कलात्मकता आणि कल्पकता दिसून येते., सर्व उपलब्ध स्त्रोत संस्थेच्या सर्व कार्यान्वित विभागांमध्ये परिणामकारक वापरल्यास कलात्मकता आणि कल्पकता दिसून येते.
mr_in_test_00076,10,जगामध्ये सगळीकडे किफायतशीर आणि कार्यक्षमता मुद्यासाठी सादर करण्यात आलेला असुस ई पीसी हा 2007 मध्ये तैपेयी आय टी महिन्यात चर्चेचा विषय बनला., सगळीकडे किफायतशीर आणि कार्यक्षमता मुद्द्यासाठी सादर करण्यात आलेल्या एसुस ई पी सी हा 2007 मध्ये त्रैपेयी आयटी महिन्यात चर्चेला विषय बनला.
mr_in_test_00077,1,गव्हर्नर जनरलच्या ऑफिसच्या बाहेर एक बॉंबस्फोट झाला., गव्हर्नर जनरलच्या ऑफिसच्या बाहेर एक बॉम्बस्फोट झाला.
mr_in_test_00078,2,"हे बुद्धिसंगत वाटते, कारण पृथ्वीला ती फिरत असल्यासारखे वाटत नाही, वाटते का?", जे बुद्धिसंगत वाटते कारण पृथ्वीला ती फिरत असल्यासारखी वाटत नाही वाटते का?
mr_in_test_00079,3,"जरी एक प्रायोगिक लस इबोलाचा मृत्युदर कमी करू शकली असली तरी, आतापर्यंत कोणतेही औषध आधीच झालेल्या संसर्गाला योग्यरित्या लागू पडलेले नाही."," जर 1 प्रायोगिक लस इबोलाचा मृत्यूदर कमी करू शकली असली तरी, आतापर्यंत कोणतेही औषध आधीच झालेल्या संसर्गाला योग्यरित्या लागू पडलेले नाही."
mr_in_test_00080,0,चंद्राचा पृष्ठभाग खडक आणि धूळ यांनी बनलेला आहे. चंद्राच्या बाह्य थराला क्रस्ट म्हणतात., चंद्राचा पृष्ठभाग खडक आणि धूळ यांनी बनलेला आहे. चंद्राच्या बाह्य थराला क्रस्ट म्हणतात.
mr_in_test_00081,4,या फॉरमॅटचा आस्पेक्ट रेशिओ (सर्वात सोपा पूर्ण-संख्येतील रेशिओ प्राप्त करण्यासाठी बाराने भागणे) म्हणून 3:2 असल्याचे समजले जाते., त्या फॉरमॅटचा ॲस्पेक्ट रेशिओ सर्वात सोपा पूर्ण संख्येतील रेशिओ प्राप्त करण्यासाठी 12 ने भागणे म्हणून 3-2 असल्याचे समजले जाते.
mr_in_test_00082,4,वनस्पती ऑक्सिजनची निर्मिती करतात ज्याचा उपयोग मनुष्य श्वास घेताना करतो आणि ते कार्बन-डायऑक्साईड घेतात जो मनुष्य उच्छ्वासाद्वारे बाहेर सोडतो (म्हणजेच श्वास सोडणे).," वनस्पती ऑक्सिजनची निर्मिती करतात, त्यांचा उपयोग मनुष्य श्वास घेताना करतो आणि ते कार्बन डायऑक्साईड घेतात जो मनुष्य उच्च श्वासाद्वारे बाहेर सोडतो, म्हणजे श्वास सोडणे."
mr_in_test_00084,2,राज्यपाल कार्यालयाकडून सांगण्यात आले की जखमींपैकी एकोणीस जण पोलिस अधिकारी होते., राज्यपाल कार्यालयाकडून सांगण्यात आले की जखमींपैकी 19 जण पोलीस अधिकारी होते.
mr_in_test_00085,0,तुम्हाला क्रिया घडताना जवळून पाहायची असेल तर तुम्हाला लवकर येऊन संगीताजवळ आपला तंबू ठोकला पाहिजे., तुम्हाला क्रिया घडताना जवळून पाहायची असेल तर तुम्हाला लवकर येऊन संगीताजवळ आपला तंबू ठोकला पाहिजे.
mr_in_test_00086,0,"त्यांच्या अत्यंत भरभराटीच्या काळात प्रकाशाचे प्रदूषण ही आजच्या काळासारखी समस्या नव्हती, ते सहसा शहरांमध्ये किंवा कॅम्पसमध्ये राहत होते, त्यामुळे आधुनिक काळात बनवलेल्या ठिकाणांपेक्षा तेथे पोहोचणे सोपे आहे."," त्यांच्या अत्यंत भरभराटीच्या काळात प्रकाशाचे प्रदूषण ही आजच्या काळासारखी समस्या नव्हती. ते सहसा शहरांमध्ये किंवा कॅम्पसमध्ये राहत होते, त्यामुळे आधुनिक काळात बनवलेल्या ठिकाणांपेक्षा तेथे पोहोचणे सोपे आहे."
mr_in_test_00087,7,"सौ. किर्चनर यांनी अर्जेंटाईन नाट्यगृह येथे आपल्या अध्यक्षपदाची निवडणूक लढविण्याचा हेतू घोषित केला, हेच ठिकाण त्यांनी ब्यूनोस एअर्स प्रभाग प्रतिनिधी मंडळाचे एक सदस्य म्हणून 2005 साली सिनेट साठी मोहीम सुरु करण्याकरिता वापरले होते.", सौ किर्चनर यांनी अर्जेंटाईन नाट्यगृह येथे आपल्या अध्यक्षपदाची निवडणूक लढविण्याचा हेतू घोषित केला. हेच ठिकाण त्यांनी ब्लुनोसियर्स प्रभाग प्रतिनिधीमंडळाचे एक सदस्य म्हणून 2005 साली सिनेटसाठी मोहीम सुरू करण्याकरिता वापरले होते.
mr_in_test_00088,2,या महिन्यामध्ये मशहाद येथे अजून एक विमान धावपट्टी ओलांडून पुढे गेले भिंतीला धडकून सतरा जणांचा जीव गेला., या महिन्यामध्ये मशहाद येथे अजून एक विधान धावपट्टी ओलांडून पुढे गेले भिंतीला धडकून 17 जणांचा जीव गेला.
mr_in_test_00089,0,"म्हणून, पेन्सिल आली तेव्हा ती अनेक लोकांची चांगली मैत्रीण ठरली.", म्हणून पेन्सिल आली तेव्हा ती अनेक लोकांची चांगली मैत्रीण ठरली.
mr_in_test_00090,2,"समाजीकरणाचे महत्व विशद करण्यासाठी वापरल्या जाणाऱ्या पद्धतींपैकी सर्वात सामान्य 1 पद्धत म्हणजे लहान मुलांच्या काही दुर्दैवी कथा सांगणे, ज्यांना, दुर्लक्ष, दुर्दैव किंवा हेतुपुरस्सर अत्याचाराद्वारे, ते वाढत असताना प्रौढांद्वारे मिसळून घेतले जात नाही."," समाजीकरणाचे महत्त्व विषद करण्यासाठी वापरल्या जाणाऱ्या पद्धतींपैकी सर्वात सामान्य 1 पद्धत म्हणजे लहान मुलांच्या काही दुर्दैवी कथा सांगणे, ज्यांना दुर्लक्ष, दुर्दैव किंवा हेतुपुरस्सर अत्याचाराद्वारे ते वाढत असताना प्रौढांद्वारे मिसळून घेतले जात नाही."
mr_in_test_00091,18,"तथापि क्षय असणाऱ्या लोकांच्या समूहामध्ये एक्सडीआर-टीबी ची टक्केवारी अद्याप तरी कमी वाटते; दक्षिण आफ्रिकेमध्ये संक्रमित झालेल्या एकूण 330,000 लोकांपैकी एकावेळी 6,000 जणांना.", तथापि क्षय असणाऱ्या लोकांच्या समूहामध्ये एक्स डी आर टी बी ची टक्केवारी अद्याप तरी कमी वाटते. दक्षिण आफ्रिकेमध्ये संक्रमित झालेल्या एकूण तीन हजार ते तीन तीन शून्य शून्य शून्य शून्य लोकांपैकी एका वेळी सहा हजार जणांना.
mr_in_test_00092,5,"काही जलपर्यटनाच्या माहितीपत्रकांत बर्लिन, जर्मनीचा समावेश आहे. आपण वरील नकाशावरून पाहू शकता की बर्लिन समुद्राच्या अजिबातजवळ नाही आणि या शहराला भेट या जलपर्यटनाच्या किमतीमध्येसमाविष्ट केलेले नाही.", काही जलपर्यटनाच्या माहितीपत्रकांत बर्लिन जर्मनीचा समावेश आहे. आपण वरील नकाशावरून पाहू शकतात की बर्लिन समुद्राच्या अजिबात जवळ नाही आणि या शहराला भेट या जलपर्यटनाच्या किमतीमध्ये समाविष्ट केलेले नाही.
mr_in_test_00093,11,"आंतरजिल्हा बस स्थानकातून (नदीच्या पलीकडे) दिवसभर अनेक बसेस बाहेर पडतात, तरी देखील विशेषत: पूर्ण दिशेला आणि जकार/बुम्थांगला जाणाऱ्या बसेस या बहुतांश 06:30 ते 07:30 या दरम्यान निघतात."," आंतरजिल्हा बस स्थानकातून नदीच्या पलीकडे दिवसभर अनेक बसेस बाहेर पडतात, तरीदेखील विशेषतः पूर्व दिशेला आणि जाकार बुमथांगला जाणाऱ्या बसेस या भोवताल 630 ते 730 या दरम्यान निघतात."
mr_in_test_00094,1,वरचा कठीण थर पातळ असल्यामुळे जवळच्या भागात आणखी मारिया असू शकतात. लाव्हारसासाठी पृष्ठभागापर्यंत उसळणे सोपे होते., वरचा कठीण थर पातळ असल्यामुळे जवळच्या भागात आणखी मारिया असू शकतात. लावारससाठी पृष्ठभागापर्यंत उसळणे सोपे होते.
mr_in_test_00095,7,महिलांच्या बैठ्या गटात चार स्की खेळाडूंना त्यांची शर्यत पूर्ण करता आली नाही आणि जायंट स्लॅलॉममधील ११७ स्की खेळाडूंपैकी ४५ जणांना शर्यतीत क्रमांक पटकावता आला नाही., महिलांच्या भेंटागळ्यावर चार स्की खेळाडूंना त्यांची शर्यत पूर्ण करता आली नाही आणि जायंट स्लॅममधील एकशे सतरा स्की खेळाडूंपैकी पंचेचाळीस जणांचा शर्यतीत क्रमांक पटकावता आला नाही.
mr_in_test_00096,1,या अहवालात इराकच्या बाबतीत एक्झिक्युटीवच्या वर्तमान धोरणाच्या जवळपास प्रत्येक पैलूवर प्रखर टीका करण्यात आली आहे आणि दिशा तत्काळ बदलण्याचं आवाहन केलं आहे., या अहवालात इराकच्या बाबतीत ऍग्झिक्युटिव्हच्या वर्तमान धोरणाच्या जवळपास प्रत्येक पैलूवर प्रखर टीका करण्यात आली आहे आणि दिशा तत्काळ बदलण्याचं आवाहन केलं आहे.
mr_in_test_00097,4,पिरॅमिड आवाज आणि लाइट शो या लहान मुलांसाठी त्या क्षेत्रातील सर्वात मनोरंजक गोष्टी आहेत., पॅरामीड आवाज आणि लाईट शो या लहान मुलांसाठी त्या क्षेत्रातील सर्वात मनोरंजक गोष्ट आहे.
mr_in_test_00098,5,2002 मध्ये नायरागोंगो ज्वालामुखीतील शीलारसामुळे गोमा नष्ट झाला ज्यामुळे विशेषत: शहराच्या मध्यभागी असलेले शहरातील बहुतेक रस्ते उध्वस्त झाले.," 2002 मध्ये नायरागोंगो ज्वालामुखीतील शिला रसामुळे गोमा नष्ट झाला, ज्यामुळे विशेषतः शहराच्या मध्यभागी असलेले शहरातील भौतिक रस्ते उद्ध्वस्त झाले."
mr_in_test_00099,7,"दृश्यमान होताच 5 मिनिटामध्येच वारा वेगाने वाहू लागतो, जवळपास एका मिनिटानंतर वाऱ्याचा वेग 70किमी/तास पर्यंत पोहोचतो.. आणि नंतर पाउस येतो, इतक्या जोराचा आणि मोठा की तो तुमच्या त्वचेला सुईप्रमाणे टोचतो, मग आकाशातून गारा कोसळू लागतात, लोक घाबरतात, किंचाळू लागतात आणि सैरावैरा एकमेकांच्या अंगावर धावू लागतात."," दृश्यमान होताच 5 मिनिटांमध्येच वारा वेगाने वाहू लागतो. जवळपास 1 मिनिटानंतर वाऱ्याचा वेग 70 km प्रति तास पर्यंत पोहोचतो आणि नंतर पाऊस येतो. इतक्या जोराचा आणि मोठा की तो तुमच्या त्वचेला सुईप्रमाणे टोचतो. मग आकाशातून गारा कोसळू लागतात, लोक घाबरतात, किंचाळू लागतात आणि सैरावेरा एकमेकांच्या अंगावर धावू लागतात."
mr_in_test_00100,3,"""डंडी विद्यापीठाच्या प्राध्यापक पामेला फर्ग्युसन यांनी नोंदवले की,""""पत्रकारांनी जर एखद्या संशयिताचा इत्यादी फोटो प्रकाशित केला तर ते धोकादायक रेषेवर चालत असल्यासारखे असते.""""""", दंडी विद्यापीठाच्या प्राध्यापक पामेला फर्गुसन यांनी नोंदवले की पत्रकारांनी जर एखाद्या संशयिताचा इत्यादी फोटो प्रकाशित केला तर ते धोकादायक रेषेवर चालत असल्यासारखे असते.
mr_in_test_00101,4,ट्रंप यांनी तुर्कीश अध्यक्ष रेसेप तय्यिप एर्दोगान यांच्याशी फोनवर संभाषण केल्यानंतर ही घोषणा करण्यात आली., ट्रम्प यांनी तुर्किश अध्यक्ष रेसेप तैय्यब Erdogan यांच्याशी फोनवर संभाषण केल्यानंतर ही घोषणा करण्यात आली.
mr_in_test_00102,1,"USA जिम्नॅस्टिक्स आणि USOC यांचे लक्ष्य समान आहे - जिम्नॅस्टिक्स आणि इतर खेळांना खेळाडूंकरिता सुरक्षित, सकारात्मक आणि सशक्त वातावरणात त्यांच्या स्वप्नांना पूर्ण करणे शक्य तितके सुरक्षित बनविणे."," USA जिम्नॅस्टिक्स आणि USOC यांचे लक्ष्य समान आहे. जिम्नॅस्टिक्स आणि इतर खेळांना खेळाडूंकरिता सुरक्षित, सकारात्मक आणि सशक्त वातावरणात त्यांच्या स्वप्नांना पूर्ण करणे, शक्य तितके सुरक्षित बनवणे."
mr_in_test_00103,2,"ट्रॅक्स जागेवर ठेवण्यासाठी क्रॉसटीज खूप लवकर सुरू करण्यात आल्या होत्या. तथापि, हळूहळू हे समजले की जर ट्रॅक्सवर लोखंडी स्तर असेल तर अधिक कार्यक्षम होतील."," ट्रॅक्स जागेवर ठेवण्यासाठी क्रॉस स्टिच खूप लवकर सुरू करण्यात आल्या होत्या, तथापि हळूहळू हे समजले की जर ट्रॅक्सवर लोखंडी स्तर असेल तर अधिक कार्यक्षम होतील."
mr_in_test_00104,2,एरोस्मिथनी प्रवासातील उरलेल्या कोन्सर्ट रद्द केल्या आहेत., Ellosmithनी प्रवासातील उरलेल्या कॉन्सर्ट रद्द केल्या आहेत.
mr_in_test_00105,5,"इराणच्या झॅग्रोस पर्वतांमध्ये सुमारे 10,000 वर्षांपूर्वी शेळ्यांना प्रथम पाळीव प्राण्यांच्या स्वरुपात स्वीकारले गेल्याचे दिसते.", इराणच्या झॅग्रोस पर्वतामध्ये सुमारे 10 हजार वर्षांपूर्वी शेळ्यांना प्रथम पाळीव प्राण्यांच्या स्वरूपात स्वीकारले गेले असते दिसते.
mr_in_test_00106,2,"अखेरीस, अनेक लहान मांजरी आहेत (स्वैर पाळीव मांजरींसह) ज्या कीटक, उंदीर, सरडे आणि पक्षी यासारखे अनेक लहान भक्ष्य खातात."," अखेरीस अनेक लहान मांजरी आहेत, स्वैर पाळीव मांजरींसह ज्या कीटक, उंदीर, चरडे, पक्षी यासारखे अनेक लहान भक्ष्य खातात."
mr_in_test_00107,2,सचिन तेंडूलकर आणि राहुल द्रविड या मधल्या फळीतील फलंदाजांनी खूप चांगली कामगिरी केली आणि शंभर धावांची भागीदारी केली आहे., सचिन तेंडुलकर आणि राहुल द्रविड या मधल्या फळीतील फलंदाजांनी खूप चांगली कामगिरी केली आणि 100 धावांची भागीदारी केली आहे.
mr_in_test_00108,0,"स्थानिक आणि हंगामी तीव्र हवामान घटनांमध्ये बर्फवृष्टी, हिमवादळे, बर्फाची वादळे आणि वालुकामय वादळे यांचा समावेश होतो."," स्थानिक आणि हंगामी तीव्र हवामान घटनांमध्ये बर्फवृष्टी, हिमवादळे, बर्फाची वादळे आणि वालुकामय वादळे यांचा समावेश होतो."
mr_in_test_00109,3,"अरिस्टॉटल या तत्ववेत्त्याने असा सिद्धांत मांडला आहे की सर्व काही 1 किंवा 4 पेक्षा अधिक मूलद्रव्यांनी बनलेले आहे. ती मूलद्रव्ये पृथ्वी, पाणी, हवा आणि अग्नि होते."," ॲरिस्टॉटल या तत्त्ववेत्याने असा सिद्धांत मांडला आहे की सर्व काही 1 किंवा 4 पेक्षा अधिक मूलद्रव्यांनी बनलेले आहे. ती मूलद्रव्ये पृथ्वी, पाणी, हवा आणि अग्नी होते."
mr_in_test_00110,5,संरचनांवर खुणा किंवा वाक्ये खरडून या स्थळाला विद्रुप करु नका., संरचनांवर खुणा आणि वाक्य करडून या स्थळाला विद्रूप करू नका.
mr_in_test_00111,3,"प्राचीन चीनच्या इतिहासातील तीन राज्ये सर्वांत रक्तरंजित कालखंडांपैकी एक होती, शियानच्या भव्य महालात सर्वोच्च आसनावर बसण्यासाठीच्या लढाईमध्ये हजारो लोक मृत्युमुखी पडले.", प्राचीन चीनच्या इतिहासातील 3 राज्ये सर्वात रक्तरंजित कालखंडांपैकी 1 होती. शियानच्या भव्य महालात सर्वोच्च आसनावर बसण्यासाठीच्या लढाईमध्ये हजारो लोक मृत्युमुखी पडले.
mr_in_test_00112,3,हे सिद्धांत हे अशा लोकांच्या बाबत पाहण्यासाठी आहे कि नेमक काही लोक ज्या गोष्टी करतात ज्या त्यांना कराव्या वाटतात आणि त्यांच्या वातावरणातील कोणत्या गोष्टी त्यांना त्या करू देतात आणि काही गोष्टी करू देत नाहीत., जे सिद्धांत हे अशा लोकांच्या बाबत पाहण्यासाठी आहे की नेमकं काही लोक ज्या गोष्टी करतात ज्या त्यांना कराव्या वाटतात आणि त्यांच्या वातावरणातील कोणत्या गोष्टी त्यांना त्या करू देतात आणि काही गोष्टी करू देत नाहीत.
mr_in_test_00113,4,"जे कोणी उंच भागात किंवा पर्वतांवरील रस्त्यावरून गाडी चालवणार आहेत, त्यांनी हिम, बर्फ किंवा गोठणबिंदूखालील तापमानाची शक्यता विचारात घ्यावी.", जे कोणी उंच भागात किंवा परतांवरील रस्त्यांवरून गाडी चालवणार आहेत त्यांनी हिम बर्फ किंवा गोठण्या बिंदूखालील तापमानाची शक्यता विचारात घ्यावी.
mr_in_test_00114,0,"सैनिक येण्यापूर्वी, हैतीला 1800 पासून या रोगाशी संबंधित समस्या उद्भवल्या नव्हत्या.", सैनिक येण्यापूर्वी हैतीला 1800 पासून या रोगाशी संबंधित समस्या उद्भवल्या नव्हत्या.
mr_in_test_00115,0,"युरोप हा खंड तुलनेने लहान आहे परंतु त्यात अनेक स्वतंत्र देश आहेत. सामान्य परिस्थितीत, अनेक देशांतून प्रवास करणे म्हणजे अनेक वेळा व्हिसा अनुप्रयोग आणि पासपोर्ट नियंत्रणाद्वारे जाणे होय."," युरोप हा खंड तुलनेने लहान आहे, परंतु त्यात अनेक स्वतंत्र देश आहेत. सामान्य परिस्थितीत अनेक देशांतून प्रवास करणे म्हणजे अनेक वेळा व्हिसा अनुप्रयोग आणि पासपोर्ट नियंत्रणाद्वारे जाणे होय."
mr_in_test_00116,2,गुहेच्या आतमधून या जगाचा फार थोडा भाग पाहता किंवा ऐकता येऊ शकतो. आजूबाजूचे अनेक डोंगर आणि वरच्या नितळ व सुंदर आकाशाव्यतिरिक्त आणखी काहीच दिसत नाही., गुहेच्या आतमधून या जगाचा फार थोडा भाग पाहता किंवा ऐकता येऊ शकतो. आजूबाजूचे अनेक डोंगर आणि वरच्या निरा नित्तळ व सुंदर आकाशाव्यतिरिक्त आणखी काहीच दिसत नाही.
mr_in_test_00117,7,डायनोसॉरच्या पिसामध्ये विकसित असा आरा नावाचा दांडा नसतो परंतु त्यांच्या मध्ये पिसांची इतर वैशिष्ट्ये असतात - कंट आणि कंटरोमक - शास्त्रज्ञानी असे अनुमान काढले आहे की आरा बहुधा इतर वैशिष्ट्यापेक्षा अनुवंश विकासामध्ये पुढील टप्प्यातील विकास असण्याची शक्यता आहे.," डायनासोरच्या पिसामध्ये विकसित असा आरा नावाचा दांडा नसतो, परंतु त्यांच्यामध्ये पिसांची इतर वैशिष्ट्ये असतात. कंठ आणि कंठरोमकशास्त्रज्ञांनी असे अनुमान काढले आहे की आरा बहुधा इतर वैशिष्ट्यांपेक्षा अनुवंश विकासामध्ये पुढील टप्प्यातील विकास असण्याची शक्यता आहे."
mr_in_test_00118,4,"खरेतर, हे अस्तित्वात आहे हे एखाद्याला माहिती असले तरी ते शोधणे अजिबात सोपे नाही. एकदा गुहेच्या आत गेल्यानंतर, ते पूर्णपणे विलगीकरण केल्यासारखे आहे.", खरे तर हे अस्तित्वात आहे हे एखाद्याला माहिती असेल तरीही ते शोधणे अजिबात सोपे नाही. एकदा गुहेच्या आत गेल्यानंतर ते पूर्णपणे विलगीकरण केल्यासारखे आहे.
mr_in_test_00119,3,मार्टेलीने काल 9 सदस्यांच्या नवीन प्रोविजनल इलेक्टोरल काउन्सिलमध्ये (सीईपी) शपथ घेतली., मार्टेलीने काल नऊ सदस्यांच्या नवीन प्रोविजनल इलेक्टोरल कौन्सिलमध्ये सीईसी शपथ घेतली.
mr_in_test_00120,3,"शेंजेन झोन असला तरी, याबाबतीत काही प्रमाणात एखाद्या देशासारखा कार्य करतो.", शेन्झेन झोन असला तरी या बाबतीत काही प्रमाणात एखाद्या देशासारखा कार्य करतो.
mr_in_test_00121,1,"रविवारी उशिरा संयुक्त राष्ट्रसंघाचे अध्यक्ष डोनाल्ड ट्रम्प यांनी, प्रेस सुरक्षेच्या मार्फत दिलेल्या विधानात यूएस सैनिक सीरिया सोडत असल्याची घोषणा केली.", रविवारी उशिरा संयुक्त राष्ट्रसंघाचे अध्यक्ष डोनाल्ड ट्रम्प यांनी प्रेस सुरक्षेच्या मार्फत दिलेल्या विधानात यूएस सैनिक सूर्या सोडत असल्याची घोषणा केली.
mr_in_test_00122,9,"तथापि क्षय असणाऱ्या लोकांच्या समूहामध्ये एक्सडीआर-टीबी ची टक्केवारी अद्याप तरी कमी वाटते; दक्षिण आफ्रिकेमध्ये संक्रमित झालेल्या एकूण 330,000 लोकांपैकी एकावेळी 6,000 जणांना."," तथापि क्षय असणाऱ्या लोकांच्या समूहामध्ये XDR टीबीची टक्केवारी अद्याप तरी कमी वाटते, दक्षिण आफ्रिकेमध्ये संक्रमित झालेल्या एकूण 30000 लोकांपैकी एका वेळी 6000 जाणांना."
mr_in_test_00123,5,"1966 पासून सुंदरबन वन्यजीव अभयारण्य आहे आणि असा कयास आहे की इथे या भागात आत्ता 400 बंगाली वाघ आणि जवळपास 30,000 ठिपक्यांची हरणे आहेत.", 1966 पासून सुंदरबन वन्यजीव अभयारण्य आहे आणि असा कयास आहे की इथे या भागात आता चारशे बंगाली वाघ आणि जवळपास 30000 टिपक्यांची हरणे आहेत.
mr_in_test_00124,3,"तुम्ही तुमच्या स्वत: व्यतिरिक्त इतर सरकारांचा सल्ला विचारात घेण्याची देखील इच्छा ठेऊ शकता, परंतु त्यांचा सल्ला त्यांच्या नागरिकांसाठी डिझाईन केलेला असतो."," तुम्ही तुमच्या स्वतःव्यतिरिक्त इतर सरकारांचा सल्ला विचारात घेण्याची देखील इच्छा ठेवू शकता, परंतु त्यांचा सल्ला त्यांच्या नागरिकांसाठी डिझाईन केलेला असतो."
mr_in_test_00125,0,"ओटावा ही कॅनडाची अतिशय आकर्षक, द्विभाषिक राजधानी आहे तसेच कॅनडाचा भूतकाळ आणि वर्तमान सांगणारी अनेक वैशिष्ट्यपूर्ण कला प्रदर्शने आणि संग्रहालये येथे आहेत."," ओटावा ही कॅनडाची अतिशय आकर्षक द्विभाषिक राजधानी आहे, तसेच कॅनडाचा भूतकाळ आणि वर्तमान सांगणारी अनेक वैशिष्ट्यपूर्ण कला प्रदर्शने आणि संग्रहालये येथे आहेत."
mr_in_test_00126,2,"लोकांना प्राचीन काळापासून सोने, चांदी आणि तांबे या मूलभूत रासायनिक मूलद्रव्यांविषयी माहित आहे, कारण हे सर्व निसर्गात मूळ स्वरूपात आढळू शकतात आणि प्राचीन साधनांचा उपयोग करून खाणीतून काढणे अगदी सोपे आहे."," लोकांना प्राचीन काळापासून सोने, चांदी आणि तांबे या मूलभूत रासायनिक मूलद्रव्यांविषयी माहीत आहे, कारण हे सर्व निसर्गात मूळ स्वरूपात आढळू शकतात आणि प्राचीन साधनांचा उपयोग करून खाणीतून काढणे त्या अगदी सोपे आहे."
mr_in_test_00127,2,"१९७६ पर्यंत, माचू पिचूची तीस टक्के पुनर्स्थापना करण्यात आली होती आणि आजही जिर्णोद्धार सुरू आहे.", 1976 पर्यंत माचू पिचूची तीस टक्के पुनर्स्थापना करण्यात आली होती आणि आजही जीर्णोद्धार सुरू आहे.
mr_in_test_00128,1,"विशेषतः उन्हाळ्यामध्ये साधे प्रसिद्ध रात्रीचे जेवण करण्याचे ठिकाण म्हणजे पा अंब ऑली: ऑलिव्ह ऑइलसह ब्रेड, टोमॅटो आणि पदार्थाची चव वाढवणारा कोणताही पदार्थ जसे की, चीज, टुना मासा इत्यादी.", विशेषतः उन्हाळ्यामध्ये साधे प्रसिद्ध रात्रीचे जेवण करण्याचे ठिकाण म्हणजे पा अंब ऑली ऑलिव्ह ऑइलसह ब्रेड टोमॅटो आणि पदार्थाची चव वाढवणारा कोणताही पदार्थ जसे की चीज टूना मासा इत्यादी.
mr_in_test_00129,1,"तीव्र हवामान ही संज्ञा कोणत्याही अशा धोकादायक अशा हवामान घटनांना सहसा दिली जाते ज्यामध्ये नुकसान करण्याची, गंभीर सामाजिक व्यत्यय आणण्याची किंवा मानवी जीवनाला इजा करण्याची क्षमता असते."," तीव्र हवामान ही संज्ञा कोणत्याही अशा धोकादायक आणि हवामान घटनांना सहसा दिली जाते ज्यामध्ये नुकसान करण्याची, गंभीर सामाजिक व्यत्यय आणण्याची किंवा मानवी जीवनाला इजा करण्याची क्षमता असते."
mr_in_test_00130,7,"रद्द करण्याची धोरणे वेगवेगळी असू शकतात, पण आता मार्चच्या शेवटी कोरोनाविषाणूवर आधारित रद्द करण्याची धोरणे जुलै २०२०, जेव्हा ऑलिम्पिक नियोजित आहे, त्याच्या पुढे वाढवलेली नाहीत."," रद्द करण्याची धोरणे वेगवेगळी असू शकतात, पण आता मार्चच्या शेवटी कोरोना विषाणूवर आधारित रद्द करण्याची धोरणे 2nd July, 2020 जेव्हा ऑलिम्पिक नियोजित आहे त्याच्यापुढे वाढवलेली नाहीत."
mr_in_test_00131,0,"बुधवारच्या कार्यक्रमाच्या पलीकडे, कार्पेनेडोने चॅम्पियनशिपमध्ये 2 वैयक्तिक शर्यतीत भाग घेतला.", बुधवारच्या कार्यक्रमाच्या पलीकडे कार्पेनेडोने चॅम्पियनशिपमध्ये 2 वैयक्तिक शर्यतीत भाग घेतला.
